id,nome,marca
4196,Fita Dupla Face IG 110wf 19mm X 5M,3M
4197,Fita Dupla Face VHB 4910 12mm X 20m,3M
4198,Fita Dupla Face VHB 4910 12mm X 5m,3M
4200,Fita Dupla Face VHB 4910 25mm X 20m,3M
4201,"Fita Dupla Face VHB 4910 9,5mm X 20m",3M
4213,"Fita Métrica Adesiva 3 Metros (Ref FAL3M, LUFKIN)",LUFKIN
4214,Fita Silver Tape 45mm X 25m,3M
4216,Fita Silver Tape DT8 50mm X 50m,3M
4217,Fita Transparente PP AA 48 X 50 MTS,ADERE
4225,Fixa Rolamento 160 Verde 50 GR,TEKBOND
4226,Fixa Rolamento 166 Cinza 50 GR,TEKBOND
4227,Fluido de Corte Ecológico 1 Eco 500ml -AY1,QUIMATIC
4229,Fluído de Corte Nº 11 500ml -AJ1,QUIMATIC
4230,Fluido para Corte N. 1 500ml -AF1,QUIMATIC
4243,Fonte Inversora Multiprocesso Monofásica 220V Compactmig 215i,ESAB
4246,Formao 1.1/4'' -327114,MAX
4311,Funil de Polietileno Amarelo com Extensão Flexível 135mm -2101,BREMEN
4312,Funil de Polietileno com Extensão Flexível -2102,BREMEN
4313,Funil de Polietileno Duas Curvas -2103,BREMEN
4314,Funil em Polietileno Amarelo Flexível 135MM -2101,BREMEN
4315,Funil Polietileno Reto 135mm -2117,BREMEN
4381,Gancho de Rede para Chumbar,MAX
4382,Gancho Multiuso Encartelado,MAX
4383,"Gancho Olhal com Trava 1,0TON",CARBOSTORM
4384,Gancho para Rede de Parede,MAX
4386,Garra Grampo Negativa 300A -WPS2111,DELTAPLUS
4387,Garra Negativa 500a Bronze -Wps0383,DELTAPLUS
4389,Gaveta Plástica N.7 Azul Organizador Empilhável,PRESTO
4390,Gaveta Plástica Preta N3,PRESTO
4391,Gaveta Plástica Tamanho N 3 Azul - N3,PRESTO
4392,Gaveta Plástica Tamanho N 5 Azul - N5,PRESTO
4393,Gaxeta de Algodão Quadrada 1/4 Ensebada 1kg -122,OSTENFERRAGENS
4394,Gaxeta de Algodão Quadrada 5/16 Ensebada 1Kg -123,OSTENFERRAGENS
4396,Gerador À Diesel Monofásico,TOYAMA
4397,Gerador a Gasolina 4T 110/220V 2.2Kva S2500MG Monofásico,SCHULZ
4399,"Gerador a Gasolina Monofásico 1,0 Kva 4T",TOYAMA
4400,"Gerador a Gasolina Monofásico 2,2 Kva 4T",TOYAMA
4401,"Gerador a Gasolina Monofásico 6,5 Kva Partida Manual",TOYAMA
4402,"Gerador a Gasolina Monofásico 9,0 Kva Partida Elétrica",TOYAMA
4403,"Gerador À Gasolina VG3800 4T 208CC 7HP 3,00kva Bivolt com Partida Manual",VULCAN
4404,Gerador À Gasolina Profissional 4T 208CC 7HP 2.9 Kw 3.50kVa 2900W Bivolt de Partida Manual C/tomadas 3 e 4 Pinos,VULCAN
4405,"Gerador de Energia 201027 a Gasolina 7,2 Kw 420 Cc Bivolt 115/230 v Monofásico 25 l",TOYAMA
4406,"Gerador de Energia a Diesel Aberto TDG8500EXP 4T 498CC 7,0 Kva Bivolt Monofásico",TOYAMA
4407,"Gerador de Energia a Diesel com Corrente Alternada 4,6Kva 418 CC 380V Trifásico com Partida Elétrica",SCHULZ
4408,Gerador de Energia a Diesel Monofásico TDG6500BXE 5.5kVA com Partida Elétrica,TOYAMA
4409,Gerador de Energia À Diesel (Ref TDG7000CXE),TOYAMA
4410,Gerador de Energia À Diesel (Ref TDG8000CXE),TOYAMA
4411,"Gerador de Energia À Gasoina TG8000CXEV 371014 6,5KW",TOYAMA
4412,"Gerador de Energia À Gasolina 2T Partida Manual 0,90kVA",VULCAN
4413,"Gerador de Energia À Gasolina 3,0KVA 4T BIVOLT",SCHULZ
4414,Gerador de Energia À Gasolina (Ref TF1200CXW2),TOYAMA
4415,"Gerador de Energia À Gasolina TG12000CXNE 4T 622CC 10,5KVA Monofásico Bivolt",TOYAMA
4416,Gerador de Energia À Gasolina (Ref TG2500CXH),TOYAMA
4417,Gerador de Energia À Gasolina (Ref TG3100CXR),TOYAMA
4418,Gerador de Energia À Gasolina (Ref TG3100CXV),TOYAMA
4419,Gerador de Energia À Gasolina (Ref TG3800CX-XP),TOYAMA
4420,"Gerador de Energia Portátil GM3500 a Gasolina 4T 3,5 Kva Partida Manual Bivolt -40144402",CSM
4421,Grampeador e Pinador Elétrico 220V,STANLEY
4422,Grampeador para Caixa de Papelão 15 a 18mm -PRO-618,PDR
4423,Grampeador Pinador 16 a 40mm -PRO-621,PDR
4424,Grampeador Pneumático,LDR2
4425,Grampo Aperto Rápido 450mm,LUFKIN
4426,Grampo Aperto Rápido 600mm,LUFKIN
4427,Grampo Aperto Rápido 900mm,LUFKIN
4433,Grampo de Aperto Rápido 12,LUFKIN
4434,Grampo de Aperto Rápido 6,LUFKIN
4439,Grampo Marceneiro N° 200 200mm,METALSUL
4440,Grampo Marceneiro N° 300 300mm,METALSUL
4441,Grampo Marceneiro N° 400 400mm,METALSUL
4442,Grampo Marceneiro N° 500 500mm,METALSUL
4443,Grampo P/cerca Polido -G07,GERDAU
4444,Grampo Tipo C Sargento Nº 10 250mm,METALSUL
4445,Grampo Tipo C Sargento Nº 12 315mm,METALSUL
4446,Grampo Tipo C Sargento Nº 3 75mm,METALSUL
4447,Grampo Tipo C Sargento Nº 4 105mm,METALSUL
4448,Grampo Tipo C Sargento Nº 6 150mm,METALSUL
4449,Grampo Tipo C Sargento Nº 8 200mm,METALSUL
4450,Grampo Tipo C Sargento N° 2 57mm,METALSUL
4453,Gravador Elétrico 220W,DREMEL
4455,Graxeira Reta Nf Rf -120010015,CISBRA
4456,"Guia Espiral Amarela 3,4m 1,2 - 1,6",ESAB
4457,"Guia Espiral com Isolação 5,4m 0,8mm - 1,0mm",ESAB
4458,"Guia Espiral com Isolação Amarela 5,4M 1,2-1,6",ESAB
4459,"Guia Espiral com Isolação para a Tocha 3,4M 1,0-1,2",ESAB
4460,"Guia Espiral Tbi 914833 Vermelha Isolamento 1,0 - 1,2 5,40 m -914833",ESAB
4463,Guincho de Coluna 500/1000kg HA107-1 -132048,MOTOMIL
4464,Guincho Elétrico C/trole Eletrico 300/600kg Mono220v -71000501,CSM
4466,Guincho Eletrico Monofásico TEC300 sem Caçamba 220V -71000258,CSM
4467,Guincho Hidráulico 1T,BOVENAU
4468,Guincho Hidraúlico 2 TON,RIBEIRO
4469,Guincho Hidráulico 2 Toneladas,BOVENAU
4470,Guincho Hidráulico 3 Toneladas com Prolongador,RIBEIRO
4471,Guincho Hidraúlico 500 kg,RIBEIRO
4472,Guincho Hidráulico com Prolongador,MARCON
4473,Guincho Hidráulico G3000E com Prolongador e Roda de Ferro 3T -G3000E,BOVENAU
4475,Guincho Hidráulico sem Prolongador 1Ton,BOVENAU
4479,Haste P/telha 1/4 X 150,CISER
4480,Haste P/telha Dobrada 1/4 X 100,METALURGICA
4481,Haste para Misturador Elétrico HM-140 600mm -60576,CORTAG
4488,Isolador Tocha MIG (Ref MC440),OXIMIG
4489,Isolador Tocha MIG (Ref TD401),OXIMIG
4490,Jaqueta Aço Zinco e Cone para Chumbador Cb ÂNCORA-JC38,ANCORA
4492,Jaqueta e Cone para Chumbador CBA 1/4' -520022,WALSYWA
4493,Jaqueta e Cone para Chumbador CBA 5/16 -520065,WALSYWA
4494,Jogo 20 Pontas para Parafusar com Estojo Magnético e Extensor Articulável Alto Impacto,DEWALT
4495,"Jogo 3 Limas Motosserra 8 X 13/64"" -1880B",K&F
4497,Jogo Brocas para Metais 1.5 À 6mm 13 Peças -37262,HANSATECNICA
4515,Jogo de 15 Pontas para Parafusar com Estojo Magnetico,DEWALT
4516,Jogo de 16 Peças para Parafusar com Guia Magnetica,DEWALT
4517,Jogo de 20 Pontas para Parafusar com Estojo,DEWALT
4518,Jogo de 29 Peças para Parafusadeira com Estojo,DEWALT
4519,Jogo de 37 Peças para Parafusadeira com Estojo,DEWALT
4520,Jogo de Acessórios Compact Kit P/pintura com 3 Peças,SCHULZ
4567,Jogo de Brocas 1.0 a 13.0mm 25Pçs -1865315,IRWIN
4568,"Jogo de Brocas 13 Peças para Metais 1/16"" À 1/4""",LENOX
4570,Jogo de Brocas Aço Rápido TW105 com 29 Peças,LENOX
4572,Jogo de Brocas Multimaterial 5 Peças 4 a 10mm,IRWIN
4573,Jogo de Brocas para Concreto com 5 Peças de,IRWIN
4574,"Jogo de Brocas para Metais 1,5 À 10mm C/19 Peças",HANSATECNICA
4575,"Jogo de Brocas para Metal com 25 Peças de 1,0 a 13mm",LENOX
4576,Jogo de Brocas para Metal HSS 2-6mm com 7 Peças,IRWIN
4743,Jogo de Chaves Allen e Tork Curtas 18 Peças com Estojo,MTX
5309,Lona Preta 8x50 20KG,LONAX
9641,"Trincha 519/714 1.1/2""",CONDOR
9642,"Trincha 519/714 1/2""",CONDOR
9643,"Trincha 519/714 1""",CONDOR
9644,"Trincha 519/714 2""",CONDOR
9645,"Trincha 519/714 3/4""",CONDOR
9646,"Trincha 714 3"" -85495",CONDOR
9649,Tripe para Laser Encaixe de 5/8 (1 Peça),DEWALT
9657,Valvula Corta Chama Maçarico Ox,BARBOSA
9658,Valvula Corta Chama Regulador,BARBOSA
9684,Vassourão Gari Profissional 40cm,MAX
9687,Vassourão Tipo Piaçava 60cm,ODIM
9688,Vazador de 7mm 3VN,EDA
9689,Vazador de 8mm 3VO,EDA
9690,Vazador de 9mm 3VP,EDA
9691,Veda Escape Bisnaga 100g,ORBI QUIMICA
9692,Veda Juntas 190 Roxo de 15g,TEKBOND
9693,Veda Juntas Roxo 190 250g,TEKBOND
9694,Veda Rosca Branco 050 50gr,TEKBOND
9695,Verruma de Arco de Pua para Madeira 03 X 120 mm,IRWIN
9696,Verruma de Arco de Pua para Madeira 5x125mm -IW571,IRWIN
9697,"Verruma para Arco 6,0Mm X 125mm",IRWIN
9698,Verruma para Arco de Pua 4x120mm,IRWIN
9700,Vibrador de Imersão Pendular 32mm 4 Metros,CSM
9707,Vulcanizador para Câmara de Automóveis V300,EMEB
9969,10 Unidades - Origens Angelim,TETO VINÍLICO
9993,Acabamento Aquarius Universal 3/4 Cromado,FABRIMAR
10070,Acabamento Digital Line Universal 3/4 Cromado,FABRIMAR
10091,Acabamento para Canto Externo PVC Branco,FORTLEV
10095,Acabamento para Canto Interno PVC Branco,FORTLEV
10240,Acabamento: Qualidade e Sofisticação para o Seu Banheiro,TIGRE METAL
10244,Acabamento Tipo Moldura 6MT Sanca,FORTLEV
10248,"Acabamento Universal Ella Cross 1/2, 3/4 e 1 Metais",TIGRE
10250,Acabamento Universal Nova Gyro 3/4 Cromado,FABRIMAR
10255,Acoplamento Aquapluv Circular Style Branco - Eficiência e Estilo,TIGRE
10256,Acionador de Caixa Acoplada Dual Flush Preto Fosco,CENSI
10259,Acoplamento Circular Aquapluv 88mm,TIGRE
10260,Acoplamento para Fogão sem Forno com Anel 74,REFRACON
10262,Acoplamento Retangular Aquapluv: Solução Ideal para Suas Instalações,TIGRE
10266,Adaptador Benjamim Branco,MAR-GIRIUS
10267,Adaptador Benjamim Cinza,MAR-GIRIUS
10275,"Abraçadeiras de Nylon 3,6x300mm Branca 100 Peças",Brasfort
10288,Acionador para Movimento para,Mitutoyo
10291,Acionador para Rugosimetro SJ-201S (transversal),Mitutoyo
10293,Adaptador Mvr 1/2 Volta Sentido Anti Horário,DECA
10296,Acoplador Caixa 20x12 - 32x16 - 40x16 - 50x20,Pial
10298,Adaptador P/caixa D'água C/anel 85mm,KRONA
10299,"Adaptador para Bico Fire 3/4x1/2"" Sch80: a Solução Perfeita para Suas Instalações",TIGRE
10300,"Acoplador Hidráulico 1/8"" NPT",Bozza
10301,Adaptador para Caixa D'água 20mm com Anel,KRONA
10302,"Acoplador Hidráulico 1/8"" NPT com Conexão Giratória Z",Lupus
10303,"Adaptador para Bico 1"" X 1/2""",TIGRE
10304,"Acoplador Hidráulico 1/8"" NPT Standard Médio 1986",Lupus
10305,Acoplador Hidráulico 22mm,Bozza
10306,Adaptador para Caixa D'água 25mm com Anel,KRONA
10307,Adaptador para Caixa D'água 32mm com Anel,KRONA
10308,Adaptador para Caixa D'água 50mm com Anel,KRONA
10311,Adaptador para Caixa D'água 40mm com Anel,KRONA
10313,Adaptador para Caixa D'água 60mm com Anel,KRONA
10315,Adaptador para Máquina de Lavar Roupa Saída Anti Mau Cheiro,TIGRE
10316,Acoplador Industrial 16A 2P+T 200/250V 6H IP44 Azul,Steck
10318,"Acoplador Hidráulico Universal Fino 1/8""",Lupus
10331,Acoplamento 2P+T 16A 110/130V 4H Amarelo IP44 N-3054 NEWKON,Steck
10332,Acoplamento Industrial Blindado 3P+T+N 380/440V 63A 6H IP67,Steck
10341,Acupuntura Automotiva AFT 60,Planatc
10372,Adaptador Angular para Parafusadeira 2 em 1 Comp 90° MAXFIT DWAMRA,Dewalt
10373,"Adaptador Angular para Parafusadeira 1/4"" 14 Peças",Dewalt
10376,"Adaptador Angular 1/4"" para Parafusadeira",Milwaukee
10377,Adaptador Angular para Parafusadeira 4 em 1 Compacto/flex 90° DWAMRASET,Dewalt
10380,Adaptador Benjamim Plugue T 2P+T 10A Branco,Margirius
10381,"Adaptador Angular Universal 1/4"" 57Nm 0614 900 0",Wurth
10393,Aditivo Impermeabilizante Tecplus 1L,QUARTZOLIT
10396,Aditivo Impermeabilizante Tecplus 1L - 1l,QUARTZOLIT
10397,"Aditivo Impermeabilizante Tecplus 3,6L",QUARTZOLIT
10399,"Aditivo Plastificante para Argamassa 3,6L",QUARTZOLIT
10403,Aditivo Plastificante 18L,QUARTZOLIT
10408,Adaptador Cado para Veiculos Antigos,Raven
10416,Adaptador Conefit 10 DIN 6535 HA,Prototyp
10431,Adaptador de Engate Rápido Ar 3/8'' com Rosca Fêmea 3/8'',Lubefer
10452,Anti Infiltração,TIGRE
10453,Anti-infiltração PVC Branco,TIGRE
10457,Antiespuma,TIGRE
10462,Aplicador de Massa de Plástico 98mm,TIGRE
10464,Aquecedor Digital para Banheira de Hidromassagem de 5000W 220V,OURO FINO
10467,Aquecedor Elétrico Maxi Ultra,LORENZETTI
10471,Aquecedor Elétrico para Banheira Super Hidro Digital,CARDAL
10473,Aquecedor Elétrico para Banheira Super Hidro 2,CARDAL
10475,Aquecedor Individual Elétrico 4 Temperaturas,CARDAL
10476,Aquecedor Eletrônico Branco a Gás 1600D GLP,LORENZETTI
10478,"Adaptador de Pinça 1/4"" X 3mm",Puma
10480,Aquecedor Versátil 127V/5500W Branco Next,LORENZETTI
10490,Argamassa Bloco de Vidro 5KG,QUARTZOLIT
10496,Argamassa Flexível Cinza Cimentcola ACIII 20kg PL,QUARTZOLIT
10497,Argamassa Flexível Cinza Cimentcola ACIII 20kg PA,QUARTZOLIT
10499,Argamassa Flexível ACIII Branca 20kg,QUARTZOLIT
10501,Argamassa AC2 Flexível Cinza 20kg: o Aliado Perfeito para Seu Projeto,IMAR
10503,Argamassa Interna e Externa ACIII Cinza 20kg,IMAR
10505,Argamassa Interna Colante Cinza 20kg,IMAR
10507,Argamassa Interna ACI Cinza 20kg (Ref 72253),QUARTZOLIT
10508,Argamassa Interna ACI Cinza 20kg (Ref 73402),QUARTZOLIT
10511,Argamassa Bloco de Vidro 20kg,QUARTZOLIT
10512,Argamassa Nivela Rapido 20 kg,QUARTZOLIT
10513,"Adaptador Engate Rápido Ar 1/2"" Rosca Fêmea 1/2"" PF4A",Puma
10516,Argamassa Cimentcola Externo ACII 20kg (Ref 71192),QUARTZOLIT
10518,Argamassa Cimentcola Cozinhas/banheiros 20kg,QUARTZOLIT
10519,Argamassa Cimentcola Externo ACII 20kg (Ref 73419),QUARTZOLIT
10521,Argamassa Cimentcola Interno ACI 5kgs,QUARTZOLIT
10523,Argamassa para Porcelanado e Piso Sobre Piso Externo 20kg Cinza,QUARTZOLIT
10529,Argamassa para Porcelanatos e Cerâmicas Interno 20kg,QUARTZOLIT
10532,Argamassa Reboquit Massa Fina Interna 20Kg,QUARTZOLIT
10534,Argamassa Pastilhas Área Externa e Interna Branca 5kg,QUARTZOLIT
10537,Argamassa Uso Interno e Externo 20 kg - PL,QUARTZOLIT
10538,Argamassa Reboco Impermeável 20kg,QUARTZOLIT
10543,Argamassa Refratários Interno e Externo Cinza 5kg,QUARTZOLIT
10546,Argila Líder 18kg,LIDER
10547,Argamassa Super Graute para Concreto 25kg,QUARTZOLIT
10549,Armário/balcão Branco Suspenso Mônaco em MDF,RORATO
10551,Armário de Banheiro Porta Reversível de Sobrepor Preto 30x37,ASTRA
10552,Armário Plástico de Banheiro de Sobrepor com Porta Reversível 30x37cm,ASTRA
10553,Armário Preto e Branco Suspenso Mônaco em MDF,RORATO
10554,Adaptador M14 para Politriz,Puma
10556,Armário Texturizado com Espelho + Balcão Branco Suspenso Modena,RORATO
10559,Adaptador P/teste do Sistema de Arrefecimento P/veículos VW Até 86,Raven
10560,Arremate PVC Tipo F Castanho 6m,ARAFORROS
10562,Arremate PVC Tipo F Preto 6m,ARAFORROS
10566,Assento Like/art Polipropileno Branco,CELITE
10568,Assento de Vaso Sanitário Close PP Elite Branco,CELITE
10570,Assento de Vaso Sanitário Close PP Boss Branco,INCEPA
10571,Assento Softclose PP Thema Branco,INCEPA
10573,Assento Softclose Universal Polipropileno Branco,INCEPA
10575,Assento Infantil Branco Oval PP,INCEPA
10577,Assento para Vaso Sanitário Original PP Acesso Confort,CELITE
10579,Assento para Vaso Sanitário PP Fit/versato/stylus,LORENZETTI
10580,Assento Quadrado Original PP Softclose com Quick Release City/like Branco,CELITE
10581,Assento PP Quadrado Plus Close Fit,CELITE
10584,Assento Sanitário Almofadado Fit Versato TVT/K Preto,ASTRA
10587,Assento Sanitário Almofadado Oval Cinza Claro: Conforto e Estilo em Seu Banheiro,ASTRA
10589,Assento Sanitário Almofadado Thema Biscuit: Conforto e Estilo para Seu Banheiro,ASTRA
10590,Adaptador para Manômetro 700 Bar GA2,Enerpac
10591,Assento Sanitário Almofadado Thema Branco: Conforto e Estilo em Cada Detalhe,ASTRA
10593,Assento Sanitário Almofadado Thema Petro TTHK,ASTRA
10595,Assento Sanitário Almofadado TPK Verde 5,ASTRA
10597,Assento Sanitário Almofadado Convencional Branco: o Toque Final de Conforto e Higiene,ASTRA
10600,Assento Sanitário Almofadado Fit TVTK Branco: Conforto e Qualidade para Seu Banheiro,ASTRA
10602,Assento Sanitário Almofadado Oval 8: Conforto e Elegância para Seu Banheiro,ASTRA
10603,Assento Sanitário Almofadado Oval Calypso Branco 01,ASTRA
10606,Assento Sanitário Almofadado Oval Cinza 1,ASTRA
10607,Assento Sanitário Almofadado Oval Salmão 1,ASTRA
10609,Assento Sanitário Branco Close Oval,ASTRA
10610,Assento Sanitário Gelo Almofadado,ASTRA
10613,Assento Sanitário Oval Almofadado 5,ASTRA
10615,Assento Sanitário Oval Anatômico Branco,ASTRA
10618,Assento Sanitário Pergamon Almofadado Fit,ASTRA
10621,Assento Sanitário Eco Universal Polipropileno Branco,CELITE
10622,Assento Sanitário Convencional Almofadado TPK Verde 3,ASTRA
10624,Assento Sanitário Convencional,TIGRE
10625,Assento Sanitário Preto 01 Oval Almofadado,ASTRA
10626,Assento Sanitário Termofixo com Slow Close e Easy Clean Branco,DECA
10629,"Assento Sanitário Elevado com Tampa e Trava 7,5cm",ASTRA
10630,Assento Sanitário em Poliéster Slow Close com Microban Ébano Fosco,DECA
10633,Assento Sanitário PP Close Thema Plus Biscuit,INCEPA
10634,Assento Sanitário Universal Eco PP Biscuit,INCEPA
10637,Assento Sanitário Caramelo,TIGRE
10638,Assento Sanitário Infantil Branco TPIC/K,ASTRA
10643,Assento Sanitário Oval Cinza,TIGRE
10644,Assento Sanitário Oval Almofadado 3 em 1 com Fechamento Suave e Fácil Remoção,ASTRA
10645,Assento Sanitário Original Termofixo Softclose Smart Branco,CELITE
10646,Adaptador para Termopar Tipo K -20 a +500 °C 0590 0002,Testo
10647,Assento Sanitário Oval Almofadado Caramelo 1,ASTRA
10648,Assento Sanitário Oval Almofadado TPK Caramelo 2,ASTRA
10651,Assento Sanitário Oval Almofadado TPK Verde 6,ASTRA
10652,Assento Sanitário Redutor Infantil Panda,ASTRA
10655,Adaptador Ponteira 2.5mm X 18mm para Dispensador Peristáltico EQ PU20,Loctite
10656,Adaptador Ponteira 1.6mm X 18mm para Dispensador Peristáltico EQ PU20,Loctite
10657,Assento Sanitário Smart Termofixo Original Close Beige,CELITE
10658,Assento Sanitário Close Smart Preto Fosco,CELITE
10659,Adaptador Ponteira 3.2mm X 18mm para Dispensador Peristáltico EQ PU20,Loctite
10660,Assento Sanitário Branco: Elegância e Conforto para Seu Banheiro,TIGRE
10662,Azuelejo Ártico Brilhante 32x60cm,INCESA
10663,Azulejo Artico Cetim Acetinado 32x60cm,INCESA
10665,Azulejo Originale Bianco Retificado Acetinado 32x60cm: Elegância e Versatilidade para Seus Ambientes,BIANCOGRES
10667,"Adaptador Rosca Interna 1/4"" SAE 22-A",Tapmatic
10669,"Azulejo Balance Quitan Acetinado 43,2x91cm",CEUSA
10670,Azulejo Originale Nude Retificado Acetinado 32x60cm,BIANCOGRES
10671,Azulejo Tradizionale Beige Brilhante Retificado 32x60 cm,BIANCOGRES
10673,"Azulejo Joaquina Acetinado Branco 43,2X91cm",CEUSA
10676,"Azulejo Joaquina Brilhante 43,2X91cm",CEUSA
10679,Azulejo Ludo Black Acetinado 32x59cm,INCEPA
10680,"Azulejo Sofitel Piramide 2977 43,2x91cm",CEUSA
10681,Azulejo Ins Ludo White Acetinado 32x59cm,INCEPA
10683,Azulejo Plus Seattle White Acetinado 30x60cm,INCEPA
10684,Azulejo Plus White Acetinado 30x60cm,INCEPA
10687,"Azulejo Jazz DGR Matte 33,3x100cm",PORTINARI
10690,"Azulejo Jazz WH Matte 33,3x100cm",PORTINARI
10691,Azulejo Cubic STEEL Cobre Metalizado 30x60cm,ROCA
10694,Azulejo Rig Legno Retificado Acetinado 32x60cm,BIANCOGRES
10695,Azulejo London Trace Gray Acetinado 30x60cm,ROCA
10697,Azulejo Tradizionale Bianco Brilhante Retificado 32x60cm,BIANCOGRES
10699,Bacia para Caixa Acoplada Infantil,CELITE
10702,Bacia Convencional Acesso Confort Plus 3/6 Litros Branca,CELITE
10703,Balde Borracha Liquida Branca 18kg,QUARTZOLIT
10705,Bacia Europa Redondo Cimento Decorativo 20x55x55cm,JAPI
10706,Balde Borracha Liquida Cinza 18kg,QUARTZOLIT
10707,Adaptador Universal para Teste do Sistema de Arrefecimento,Raven
10708,Balde Plástico Preto: Resistência e Versatilidade para o Dia a Dia,CORTAG
10711,Balde de Plástico para Obra Preto 12L,VARIADOS
